gaming_title,yes_relevancy,no_relevancy
Remember The Maddox Operator Mod? (COD BO4) - Black Ops 4 2022,0.953564167,0.04643585905
I Played Every Call of Duty Zombies Map Ever..,0.9916306138,0.008369376883
Sniper Progress from Day 1 to Day 30 using Sniper in Cod Mobile! Here is the results!,0.9998109937,0.0001889831474
The Most Accurate Weapon in Season 6 of COD Mobile!,0.9962812066,0.003718760563
Winners Round 2 |   @OpTic Texas vs  @Atlanta FaZe   | OpTic Major 1 | Day 3,0.996017158,0.003982814495
Reacting to the #1 BEST COD MOBILE PLAYER!,0.9971697927,0.002830264159
バトロワの事故った戦闘機は盲点【CoDモバイル】 #Shorts,0.4120897949,0.5879102349
Un militaire EXAMINE la mission nocturne de COD: Modern Warfare ﻿| Parole d'Experts,0.004404102452,0.9955958724
VUELVE EL HOMBRE QUE MAS SE ENFADA EN COD WARZONE DEL MUNDO,0.02393493429,0.9760650992
Call Of Duty Boston Challengers | Day 2,0.9814360738,0.01856390946
The History of MEMES in Call of Duty...,0.9729630351,0.02703700401
Call of Duty: Modern Warfare vs Battlefield 2042 - Attention to Detail Comparison,0.7644194961,0.2355805188
THIS GUN is SECRETLY OVERPOWERED NOW!! (NEW BUFF) | COD MOBILE,0.9913740754,0.008625911549
Cod Zombies Just Got Weirder,0.814453721,0.1855462193
Call of Duty: Vanguard - 8 months later...,0.9663896561,0.03361040726
Most Hated Strategy in Call of Duty,0.9956045151,0.004395484459
Call of Duty: Modern Warfare [Xbox Series X 4K HDR 60FPS] The Embassy Realism Gameplay,0.6245611906,0.3754388392
*NEW* SEASON 4 Update COD! (New Warzone Map + Round Based Zombies!),0.995314002,0.004685941618
NRX Woopiiee Stream Highlights | 1v5 clutch | Sniper gameplay | Call of Duty: Mobile Highlights,0.9842870235,0.01571292244
NEW RANDOM FRIENDS | Call of Duty Mobile,0.9821426272,0.01785733178
DrDisrespect Talks About His CALL OF DUTY BAN,0.8275022507,0.1724977642
The Greatest Legendary in COD Mobile (20 Kills with Locus in Search and Destory Gameplay),0.9995669723,0.0004329600488
Call of Duty: Modern Warfare [Xbox Series X 4K HDR 60FPS] Going Dark Realism Gameplay,0.5954007506,0.4045992196
The CoD Zombies Voice Actors Forgotten Christmas Album,0.7980885506,0.2019114792
Is Permanent Shipment 24/7 Bad for Call of Duty?,0.9960309863,0.003968990408
ULTIMATE SHI NO NUMA EASTER EGG GUIDE [SOLO + COOP] COD Vanguard Main Quest,0.8648601174,0.1351398379
Jokesta Plays On Phone For The COD Mobile Qualifiers!  #CODMobile_Partner,0.9941301942,0.005869755056
Эволюция серии игр Call of Duty (CoD: 2003 - 2016) #2,0.8404191136,0.1595809162
【至高】マジで神！現在のCoD:MW『大人数対戦』がおもろすぎてヤバい。SR歴10年の本気。,0.2610667944,0.738933146
They added the MTAR to Cod Mobile???,0.674100399,0.3258995414
What is Chemical Oxygen Demand || What is COD || english subtitles || Science classes,0.4964010119,0.5035989881
Tiltar os caras nesse COD nunca perde a graça kkkkkkk achei top q tão atualizando ele🥰,0.06518173963,0.9348182082
Mostmár kell valami WIN... nem mehet így tovább... 🤯 | COD: Warzone - 06.28.,0.6547886729,0.3452113271
DESTROYING BR (BEST SECRET GUN) Call of Duty Mobile,0.9650537372,0.03494627774
this isn't supposed to be in COD Mobile...,0.7944090366,0.2055910528
QQ9 is back! New updated QQ9 Gunsmith in cod mobile!,0.9943999648,0.005600075237
Call of Duty Weapon Customization: Volk,0.7978735566,0.2021264732
Iklan Shopee COD - Badut Lucu Goyang Shopee,0.5203585029,0.4796414375
Upin Ipin Nyanyi Iklan Shopee COD,0.4560542405,0.5439457893
NOVO RECORDE DE KILLS NO SOLO VS SQUAD (40 KILLS) - COD MOBILE | BATTLE ROYALE,0.8735632896,0.1264367104
Cash on Delivery | COD | How to start cod for business,0.9925233722,0.007476606406
Call Of Duty WARZONE: TOP 10 BEST WEAPONS & LOADOUTS To Use! (WARZONE Best Setups),0.9985931516,0.001406845287
"NOVO COD WARZONE OFICIAL para MOBILE SERÁ ASSIM! BATTLE ROYALE, MULTIPLAYER E MAIS",0.6424036026,0.3575963974
Biological Oxygen Demand (BOD) and Chemical Oxygen Demand (COD) in Telugu. Vamsi Bhavani Tutorials,0.3843469024,0.6156530976
When a Try Hard Catches You Slippen in CoD,0.9418036342,0.05819640309
VI MOSTRO NUOVI COD BROOKHAVEN😍😍😎(SCUSATE PER L'ASSENZA),0.03318417445,0.9668157697
"O ""REALISMO"" EXISTE EM CALL OF DUTY? - Olha, sendo sincero...",0.01165675186,0.9883432984
LAS MEJORES ARMAS DE CALL OF DUTY WARZONE TEMPORADA 4 2022,0.8173654675,0.1826344877
THIS IS WHY I QUIT COD MOBILE...,0.9909760356,0.009024039842
Call of Duty Weapon Customization: Raygun,0.8612564206,0.1387435943
"Chemical Oxygen Demand (COD), Chemistry Lecture | Sabaq.pk |",0.124144949,0.8758550882
Once upon a time,0.4055169225,0.5944830775
É ASSIM que eu JOGO no CONTROLE no CoD WARZONE!,0.1041449979,0.8958550096
If COD Had Court: Case 12...,0.8573763371,0.1426236778
LA MEJOR SENSIBILIDAD DE JUEGO EN COD MOBILE  ¿CAMBIAR AL ABRIR ANUNCIOS? GUÍA COMPLETA  COD MOBILE,0.02738606744,0.9726138711
【COD:BOCW】目線の動きでチートがバレてしまった世界記録保持者が運営から永久追放【FPS界隈(COD/APEX)がヤバい】,0.09601810575,0.9039819241
"NAPAKA SWERTE NG IBANG HERO PINAPALAKAS, PERO SI ZILONG😫+ COD MOMENTS - MLBB",0.8605387807,0.1394612044
Cod meaning in Hindi | Cod ka kya matlab hota hai | online English speaking classes,0.02051401697,0.9794859886
【CoD MW】#2 現代戦FPSで描かれる最悪級のテロ事件【Call of Duty Modern Warfare】,0.1406112909,0.8593886495
#COD|#BOD|#जल उपचार|#water treatment|#polytechnic first semester applied chemistry|,0.3275961876,0.672403872
This Saved Call of Duty For Me,0.9905872941,0.009412701242
【CoD:WZ】久々にカルデラの大地を踏みしめます　ハセシン、ホンマッチ【ぶいすぽ/花芽なずな】,0.03146655485,0.9685335159
ГЕЙМПЛЕЙ НОВОЙ Call of Duty Modern Warfare 2,0.4898954034,0.5101045966
Chemical Oxygen Demand(COD): Characteristics of Sewage - GATE(CE),0.3342500925,0.6657499075
Full Form of COD || Did You Know?,0.7712970376,0.2287029922
"this is THE BEST ""PDW-57"" Class Setup COD Mobile!",0.9941752553,0.005824773572
TOP 5 BEST GUNS in COD MOBILE BATTLE ROYALE,0.9994769692,0.0005230819224
Activision CEO explains how to get FREE COD POINTS 😳 | Call of Duty Warzone | BigRobEnergy,0.9365076423,0.06349234283
Call of Duty WW2 #01 - Invasão na Normandia (CoD WWII Dublado PT-BR),0.1354111731,0.8645887971
"SILENT + ""NO RECOIL"" m21EBR GUNSMITH in BATTLE ROYALE | CALL OF DUTY MOBILE",0.9325684309,0.06743157655
Ndarboy Genk feat. Hasan Aftershine - Buruh COD (Festival Suara Kerakyatan),0.1089969948,0.8910030127
海外で流行った超高火力SMGが強化！これ使いこなせれば最強なんじゃね？まあ、俺は使えないけど…。【CODモバイル】,0.0662258938,0.9337740541
I MADE THIS THE BEST GUN in COD Mobile...,0.9925382733,0.007461716887
COD - Denny - ( Audio ),0.1282033324,0.8717966676
Piyush playing Call of Duty Mobile 😍,0.9343129396,0.06568709761
I BECAME A SNIPER GOD in COD Mobile…,0.902418673,0.09758132696
COD Mobile es un juego muy turbio,0.2982059717,0.7017940283
HIGH DAMAGE ROUNDS got DAMAGE BUFF!! 🤯| COD MOBILE,0.8072425723,0.1927573979
Les pronoms COD,0.1250478327,0.8749521375
Chemical Oxygen Demand [ C.O.D. ] & COD Calculation / COD Of Waste Water,0.1179103032,0.8820897341
プロゲーマー2人『TV.ponta』＆『BBVよしを』に激突して、遂に本気を出し神プレイを連発してしまうKAME...【CODモバイル】〈KAME〉,0.1464237124,0.8535763025
*NEW* DRONE in BATTLE ROYALE!! 😍| COD MOBILE,0.9680789113,0.03192112967
🔥 PUBG New State VS Call of Duty Mobile VS Free Fire MAX 🔥 Comparison - Which is best for mobile?,0.9997964501,0.0002035791113
OFICIALMENTE AS MELHORES 10 CLASSES e ARMAS da SEASON 6 DO COD MOBILE! (APROVEITE RÁPIDO),0.3594961762,0.6405038238
Call of Duty: Black Ops Cold War (PS5) 4K HDR + Ray Tracing Gameplay - 2160p (UHD),0.9919136763,0.008086348884
DEADPOOL VOICE TROLLING ON COD: VANGUARD | EPISODE 5,0.9580129981,0.0419870317
the fastest cod you've never played..,0.9567220807,0.04327789322
Call of Duty: Warzone Rebirth Island Solo Win 32 kill Gameplay PS5,0.9963920712,0.003607896157
Call of Duty Modern Warfare-Warzone Solo Gameplay (No Commentary),0.9718567729,0.0281432569
CALL OF DUTY VANGUARD Gameplay Walkthrough Part 1 Campaign FULL GAME [4K 60FPS] - No Commentary,0.9998193383,0.0001806806104
Chemical oxygen demand | COD | Calculation of COD | Chemical oxygen demand in hindi |,0.1773875505,0.8226124644
I USED EVERY GUN IN COD MOBILE 60+ HOURS... (FINALE),0.9957479835,0.004251990002
I MADE NEW AUTO PISTOL into SNIPER and IT'S INSANE! 🤯  | COD MOBILE,0.9659458399,0.03405420482
Ekanta Chha Thau - COD Band | Nepali Pop Song,0.1469249129,0.8530750871
JET VS TANK! | COD MOBILE,0.777135253,0.2228647619
GXSOUL - RAAT VARI ft. C.O.D | MUSIC VIDEO,0.001766692614,0.9982333183
MODERN WARFARE 2 Gameplay...,0.866204977,0.1337950528
COD - Beli bagremi - ( Audio ),0.2887809873,0.7112189531
*NEW* LEGENDARY DLQ - BASS BOOSTER 😍| COD MOBILE,0.8864107132,0.1135893464
CBR4超えだと…！？世界一位のガチ勢が選んだ最強武器TOP5が意外すぎた！【CODモバイル】,0.1401641369,0.8598358035
I used 1 hand to play ranked in COD Mobile and what happened was INSANE... (CHALLENGE),0.999864459,0.0001355820568
COD’s New Song - KINA HOLA | Official Music Video 2018,0.04515533522,0.9548446536
¿CÓMO MOVERSE más RÁPIDO en COD MOBILE? | Bronn,0.04764802381,0.952352047
Experiment No. 8: Determination of Biochemical Oxygen Demand (BOD),0.3137919009,0.6862080693
Call of Duty®: WARZONE PLUNDER. Battle at the Beach Head defending a Most Wanted.,0.9685750008,0.03142500669
THE WORST MAP IN CALL OF DUTY HISTORY,0.9966993928,0.003300633514
grind rank game #cod #codm #codmobile  #codcommunity,0.852147162,0.1478528231
7 Trucos y Consejos para GANAR siempre en el Campeonato de Cod Mobile,0.02022012509,0.9797798991
"This is a Call of Duty video, Please watch (NOT CLICKBAIT)",0.9155345559,0.08446542919
It's NO SCOPE Season,0.8156353235,0.1843646318
CODM/LiVE | Call of Duty: Mobile | BR Gameplay | Can Hit Today 475!,0.8791286945,0.1208712906
Call of Duty JUST LIED TO ME..,0.908559978,0.09144004434
100 PLAYERS vs JET in COD MOBILE,0.9852707386,0.01472925022
The Cod Squad,0.6611103415,0.3388897479
映画のワンシーンみたいになったバトロワ【CoDモバイル】 #Shorts,0.2128993571,0.7871006727
DESTROYING BATTLE ROYAL Call of Duty Mobile,0.9684649706,0.03153502569
COD का मतलब क्या होता है | What is the meaning of COD during online purchase in Hindi,0.5747636557,0.4252362847
CALL OF DUTY WARZONE | Breaking the META! | 28 Wins! | LIVE🔴,0.9655699134,0.03443009779
CALL OF DUTY MOBILE | iPhone 13 Pro Max | First Game | Game Test,0.9985696077,0.001430326025
Family Affair in Cape Cod,0.8287053704,0.1712946743
Matan a Sonsoket por debajo del suelo 🤡 #Sonsoket #Warzone #COD #Warzonebestclip,0.07041288912,0.9295871258
Don't Ever Call Me Trash Again,0.8689602017,0.1310397685
C.O.D.,0.02146591805,0.9785341024
信じられないキルをしてしまうWinRed【CoD:MW】#Short #Shorts,0.5916321278,0.4083677828
Call Of Duty...,0.9250660539,0.07493395358
My NEW Updated QXR Build! Helped me drop 18 Kills in Cod Mobile S&D,0.9912523627,0.008747667074
Cape Cod Clash,0.5153179765,0.4846819937
*NEW* Maxis Bundle NOW LIVE | Call of Duty: Black Ops Cold War,0.971080482,0.02891949005
Call of Duty®: Mobile - Season 6 NUKESTYLE #callofduty #cod,0.5139782429,0.4860216975
"1,700 Hours of Modern Warfare",0.8313373923,0.1686626226
"""He don't miss""",0.3232612014,0.6767387986
Call of Duty Warzone With Viewers Live|Road to 2K SUBS,0.9662124515,0.03378759325
Go Spork / Boscov's Day Out / Cod vs. Hector,0.8846801519,0.1153197959
CALL OF DUTY WARZONE,0.901337266,0.09866274893
【Codモバイル】B旗固めてる敵を1人で一掃！【PPSh-41】#shorts,0.2968091071,0.7031908631
GTA Online then some COD,0.7552999854,0.2447000146
Call of Duty®: Modern Warfare®_push for 3 kills,0.873814404,0.1261855513
Call of duty,0.8505142331,0.149485752
*CALL OF DUTY *,0.5940585136,0.4059414268
Cozy Country Meets Cape Cod,0.3057956398,0.6942044497
【COD:V】pad歴10年以上　ランクやりたい   コメント待ってます　what a pon-わたぽん‐のライブ配信 #COD　#Vauguard　#callofduty,0.2035554647,0.7964445353
وقتی با نارنجک یه اسکوآد رو میفرستی لابی😂❌❌#کالاف_دیوتی_موبایل #cod #codmobile #pubg #پابجی,0.0210967809,0.9789031744
Rank #1| New Ranked Match |Call Of Duty,0.995696187,0.004303754307
Boston Cape Cod vs. Colonial,0.8141259551,0.18587403
Snapchat || Confirmation And Verification Code Problem Solve,0.9283230305,0.07167693973
Playing Call of duty,0.9808651805,0.01913488097
Mari Kita Berperang - Call Of Duty WW2 Indonesia - Part 1,0.7272453904,0.2727546096
#25 - Call of Duty Serisi,0.8135005832,0.1864994466
*NEW* Chemical Reaction ULTRA SKIN Pro Pack Bundle (Free COD Points),0.8052024245,0.1947975457
NUEVO RECORD MUNDIAL 60 KILLS EN COD WARZONE FORTUNE'S KEEP,0.8356457949,0.1643541306
RECORDE MUNDIAL 😱 58 KILLS (BUY BACK DUO X DUO) 🔥 FT. XaxaFPS | COD: WARZONE,0.8457706571,0.1542293429
"遂に…！CoDモバイルに""バタフライナイフ""が実装！？新たに追加される予定の新武器3種類について徹底解説！【CODモバイル】",0.02868393995,0.9713160396
A TYPE VOLTOU E FUI ATÉ XINGADO NESSA PARTIDA 🤣 - COD: MOBILE BATTLE ROYALE,0.2736044228,0.726395607
O ENIGMA DO FALSO AMERICANO (com reações pós-morte) - COD Warzone,0.03297109902,0.9670288563
"New weapons for cod mobile season 7/8, classic zombie returns, and more!🤯",0.9917126894,0.008287372999
MALAS NOTICIAS!!! VAN A SUSPENDER TU CUENTA DE COD MOBILE POR ESTA RAZÓN...,0.04326097667,0.9567390084
COD BLACK OPS 3 EPIC RAP | ZARCORT | CYCLO | KRONNO | PITER-G,0.3265401125,0.6734598875
5 CONFIGURACIÓNES QUE DEBES ACTIVAR EN COD MOBILE Tips y Trucos,0.4865530729,0.5134469271
"""GeT a LiFe kNiFeR"" (Modern Warfare Knife Only Reactions)",0.5404496193,0.4595503807
cod player plays PUBG,0.8748816252,0.1251183748
ASÍ ES JUGAR 365 DÍAS SOLO CON SNIPER - COD MOBILE,0.281922698,0.7180772424
When a Tryhard Catches You Slippin in CoD 😱😂,0.7798359394,0.2201640457
this MW weapon is meta AGAIN...,0.9795945287,0.02040548436
4 TIPS PARA MEJORAR TU PUNTERÍA EN COD MOBILE Mejor Configuración,0.6175670028,0.3824329972
TOP 10 MEJORES ARMAS PARA RANKED EN LA NUEVA TEMPORADA COD MOBILE / STAR PARDO / COD MOBILE,0.3853625953,0.6146373749
Call of Duty: Modern Warfare Triology Story Recap in Hindi,0.4064793885,0.5935206413
COD Ghosts em 2022 é... interessante 😶,0.2332844734,0.766715467
"Buruh Cod  AFTERSHINE (Koplo Version)~ Putri Kristya (Aku Mung Buruh Cod,Opo Dayaku Sing Musuh Kae)",0.02621591464,0.9737840295
Reto a un Heroico de Free Fire a jugar COD Mobile contra mi.,0.04165836424,0.9583416581
*NEW* WARZONE BEST HIGHLIGHTS! - Epic & Funny Moments #502,0.9962375164,0.003762506414
🔴LIVE - LEGENDARY ALIAS IS HERE! | COD MOBILE GAMEPLAY | CALL OF DUTY MOBILE,0.9696624279,0.03033757582
40 minutos das PIORES REAÇÕES PÓS-MORTE do COD Warzone (Compilado 2022),0.4082149267,0.5917850137
I became an Invisible Sniper in Modern Warfare...,0.8110692501,0.1889307201
Végül csak COD lett! | COD: Warzone - 07.05.,0.02111679316,0.9788832068
【Codモバイル】人気のSMGが使いやすくなってる件について‼︎【QQ9 カスタム】,0.1114583462,0.8885416389
[Co-Stream] Call of Duty League Opening Weekend 2022 | Day 3,0.8537971377,0.1462028772
TOP 5 WORST STREAKS IN GHOSTS! | Call of Duty Shorts,0.9996546507,0.0003453598765
Ricochet Anti-cheat Broke Protects Whitelist Streamer! Cod Warzone!,0.9222973585,0.07770265639
BESSER als COD und auch noch gratis....,0.2705360949,0.7294638753
fui BANIDO do COD MOBILE... wtf? 🤨,0.661653161,0.3383468688
5 FORMAS DE TENER COD POINTS GRATIS EN COD MOBILE,0.5814496875,0.4185504019
OS MELHORES RAGES DO COD WARZONE KKKKK (c/ momentos engraçados),0.1226882786,0.8773117065
LA QQ9 ESTA MUY ROTA!!! COD MOBILE Mejor clase y Configuración,0.2707507908,0.729249239
COD MOBILE ES UN JUEGO MUY TURBIO *REACCIÓN* @El Último Círculo  | COD Mobile | ElBene,0.02872295864,0.9712770581
Call of Duty : MW2 | Saturdays = Celebration (Big K.R.I.T.) ♪ | “Ultimate Team” Teaser Song,0.6097198129,0.3902801871
Ranking EVERY COD Zombies Worst to Best #Shorts,0.9941592216,0.005840836093
10 TIPS PARA MOVERTE MÁS RÁPIDO EN COD MOBILE Trucos para Mejorar,0.5863800049,0.4136199951
BERGEK - COD ( Official Music Video ),0.01119668782,0.9888033271
Melhor Mapa do COD: WARZONE?!,0.5874300003,0.4125699997
"COD Analysis Procedure, cod testing procedures.",0.2646800578,0.735319972
YNY Sebi - Cod Rosu (Official Video)Prod by.Scuze!,0.02349505015,0.9765049219
【新作COD】Call of Duty: Modern Warfare II『先行イベント参加』本音です。【ハセシン】CoD: MW,0.01585631073,0.984143734
Mal wieder korz Leichen abschießen | COD Gungame,0.1667975336,0.8332025409
10 TRUCOS PARA QUITAR EL LAG Y MEJORAR EL RENDIMIENTO EN COD MOBILE,0.2929675281,0.7070325017
Dame - Pave Low [CoD Song],0.7912066579,0.2087933123
Reacting to the COD Competitive Reddit..,0.9629510045,0.03704903275
Jogando com Aleatórios (Ou sozinho) - COD: WARZONE,0.08937885612,0.9106211066
7 COSAS que NO SABÍAS de la ACTUALIZACIÓN Call of duty mobile | Tips y Trucos de COD MOBILE,0.01561514102,0.9843848944
5 COSAS QUE SEGURAMENTE NO SABIAS EN COD MOBILE Tips y Trucos,0.4017764628,0.598223567
"Call of Duty, but it's an Arcade Game",0.9862155914,0.01378433965
Call of Duty®: Mobile - Official Season 6: To The Skies Trailer,0.7207024097,0.2792975307
Top 5 Scariest CoD Zombies Easter Eggs,0.9800224304,0.01997752301
30 minutos das PIORES REAÇÕES PÓS-MORTE do COD Warzone - Especial 2022,0.2733204067,0.7266796231
Iklan Shopee [COD] (2021),0.6365649104,0.3634351194
Official Modern Warfare 2 Remastered Reveal Trailer! (COD MW2 Remastered Trailer) MW2 Campaign Rema,0.01518703718,0.9848129153
😱😳ZU STARK für COLD WAR?! | Die NEUE META für CoD Cold War REBIRTH ISLAND?!,0.02330452204,0.976695478
Installing COD Vanguard Be Like: (RIP HARD DRIVE 💀),0.8018145561,0.1981854141
ASÍ FUNCIONA LA MIRA REALISTA EN COD MOBILE | ElBene,0.1087855473,0.8912144899
FAÇA RÁPIDO NOVO EVENTO CHACAL ABASTECIDO COD MOBILE - CALL OF DUTY MOBILE,0.3164390326,0.6835610271
Call of Duty Weapon Customization: BANNED (feat. Dimucc),0.8881026506,0.1118974164
"Der schlimmste, unsichtbarste Roze Skin 3.0 in WARZONE ...",0.571572423,0.4284275472
5 TRUCOS QUE HACEN LOS PROS EN COD MOBILE (TIPS),0.7989133,0.2010867
【最新版】迷ったらこれ！現環境の最強武器ランキング！第1位～10位を発表！おすすめのカスタムについても徹底解説！【CODモバイル】,0.5200177431,0.4799822271
TUDO que MUDOU na SEASON 3 do COD Warzone! - MUITA NOVIDADE e REVOLUÇÃO no META de SNIPERS!,0.002084341133,0.9979156852
【2022年CoD】新作CoD:MW2の公式プレイ映像公開!!『次世代エンジンのグラフィックが実写レベルなんだがww』【CallofDuty:ModernWarfare2 : 実況者ジャンヌ】,0.08290305734,0.9170969725
Todas *MUDANÇAS na SEASON 6* do COD MOBILE | BUFFs e NERFs em 2022,0.2655049264,0.7344950438
"COD Ghosts DLC Nemesis - All Perks ""Neversoft"" ""Easter Egg"" (COD Extinction Exodus DLC)",0.2135492712,0.7864508033
COD Player in R6 - FIRST GAME AGAINST REAL PEOPLE!,0.9956821203,0.004317868501
How to use 4 ATTACHMENTS on ANY GUN in COD WWII!,0.9921161532,0.007883895189
Determination of COD in waste water,0.8947440982,0.1052558795
ENCONTREI O MELHOR JOGADOR DE COD WARZONE NA PARTIDA!!!,0.04695449397,0.9530454874
新作CoD ゲームプレイ遂に公開！後半は今後の活動について CoD:MW2 MODERN WARFARE 2,0.0288427975,0.9711571932
Imposter Ter ??? - Call Of Duty Modern Warfare 2 Remastered - Indonesia Part 5,0.389136672,0.6108633876
Calculation of Biochemical oxygen Demand ||BOD ||COD,0.09687251598,0.9031275511
INILAH KONFLIK ERA PERANG MODERN! Call of Duty: Modern Warfare GAMEPLAY #1,0.6159189343,0.3840810359
The MOST DISRESPECTFUL KILL IN COD HISTORY 😂,0.9863088727,0.013691145
Top 5 Songs (COD ZOMBIES) #shorts,0.8917204738,0.108279556
YA SALIO! TODO LO NUEVO ACTUALIZACION TEMPORADA 5! | COD Mobile | Rido,0.7609508634,0.2390491813
When a Knifer Catches You Slippin in CoD V2 😱😂,0.6470834613,0.3529165685
Call of Duty Fanboys Are BOYCOTTING Modern Warfare 2 and Warzone 2 😳 | Twitter - BigRobEnergy,0.915767312,0.08423273265
IKLAN SHOPEE COD 1 JAM TUKUL ARWANA (2021),0.7906504869,0.2093494833
これが『Call of Duty バトロワ原点』世界です。現在もマジ神ゲーでエグいぞwwww【4年前】,0.5512583256,0.4487416446
*NEW* CALL OF DUTY MOBILE - how to download TEST SERVER + FREE CP and LEGENDARY GUNS! SEASON 6 2022,0.9994956255,0.0005043710116
COD Developers in 2025...,0.895157814,0.1048421562
When a Knifer Catches You Slippen in CoD,0.7259449959,0.2740549743
