kind,etag,id,snippet.title,snippet.description,snippet.customUrl,snippet.publishedAt,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.localized.title,snippet.localized.description,snippet.country,contentDetails.relatedPlaylists.likes,contentDetails.relatedPlaylists.uploads,statistics.viewCount,statistics.subscriberCount,statistics.hiddenSubscriberCount,statistics.videoCount,topicDetails.topicIds,topicDetails.topicCategories,status.privacyStatus,status.isLinked,status.longUploadsStatus,brandingSettings.channel.title,brandingSettings.channel.keywords,brandingSettings.channel.unsubscribedTrailer,brandingSettings.channel.country,brandingSettings.image.bannerExternalUrl,status.madeForKids,brandingSettings.channel.description,brandingSettings.channel.trackingAnalyticsAccountId,snippet.defaultLanguage,brandingSettings.channel.defaultLanguage,localizations.en_US.title,localizations.en_US.description,localizations.es_ES.title,localizations.es_ES.description
youtube#channel,LwviOrKjqXYicQN1LT2YvmGXsIE,UCmw3X2x6Qz7viYvQ332CfgA,Angela van Rose,"Hi everyone! 
I am very passionate about make up & beauty. I love trying new products and I would love to share my thoughts with you. Let’s chat about make up 😊",angelavanrose,2016-06-26T21:25:48Z,https://yt3.ggpht.com/ytc/AKedOLRBX26khQv-ojqy7fxBUblw1c3qF2iSSuhf_S_xoA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLRBX26khQv-ojqy7fxBUblw1c3qF2iSSuhf_S_xoA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLRBX26khQv-ojqy7fxBUblw1c3qF2iSSuhf_S_xoA=s800-c-k-c0x00ffffff-no-rj,800,800,Angela van Rose,"Hi everyone! 
I am very passionate about make up & beauty. I love trying new products and I would love to share my thoughts with you. Let’s chat about make up 😊",GB,,UUmw3X2x6Qz7viYvQ332CfgA,3823613,22400,False,480,['/m/019_rr'],['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],public,True,longUploadsUnspecified,Angela van Rose,"Beauty ""Luxury Beauty"" Chanel ""Luxury makeup"" Dior ""Tom Ford"" makeup",vCfs63VxmE8,GB,https://lh3.googleusercontent.com/5xCMEwYtEwPX9pN8tCBAYLlbnqv3C-zas9B2ktxJqn7mrju3-QwiGjRkyKcKTYh59mtm18eh8Ik,,"Hi everyone! 
I am very passionate about make up & beauty. I love trying new products and I would love to share my thoughts with you. Let’s chat about make up 😊",,,,,,,
youtube#channel,qoSE-Yii8T4Q4MOOdSADLfMkWOQ,UCCvoAe__WFYMNAEN-C-CtYA,Wayne Goss,"Business enquiries:
gossmakeupartist@googlemail.com

Love makeup? Want to improve your makeup skills? Interested in becoming a makeup artist? Or just want honest reviews on the brands you most love. Then welcome to my channel. With 15 years makeup experience i want to share with you everything i've learned. By breaking things down into simple, easy manageable segments, even the most complicated looks become easy.

New Makeup Videos uploaded every 3 days!

I hope you'll join me.

Wayne.",waynegoss,2008-08-05T11:08:05Z,https://yt3.ggpht.com/ytc/AKedOLQJiLTG_zqzgLMyYgQpjBBG38hRsvPmuCt6CsJQ6A=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLQJiLTG_zqzgLMyYgQpjBBG38hRsvPmuCt6CsJQ6A=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLQJiLTG_zqzgLMyYgQpjBBG38hRsvPmuCt6CsJQ6A=s800-c-k-c0x00ffffff-no-rj,800,800,Wayne Goss,"Business enquiries:
gossmakeupartist@googlemail.com

Love makeup? Want to improve your makeup skills? Interested in becoming a makeup artist? Or just want honest reviews on the brands you most love. Then welcome to my channel. With 15 years makeup experience i want to share with you everything i've learned. By breaking things down into simple, easy manageable segments, even the most complicated looks become easy.

New Makeup Videos uploaded every 3 days!

I hope you'll join me.

Wayne.",GB,,UUCvoAe__WFYMNAEN-C-CtYA,552341306,3940000,False,1687,['/m/019_rr'],['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],public,True,longUploadsUnspecified,Wayne Goss,"Makeup ""Makeup Tutorial"" ""How To Makeup"" Foundation ""Flawless Skin"" ""Covering Acne"" ""Easy School Makeup"" ""Celebrity Makeup Tips"" ""Concealer Tutorial"" ""Mascara 101"" ""Kim Kardashian Makeup"" Zoella ""Glowing Skin"" ""How To Apply Blusher"" ""Celebrity Makeup Tutorial"" ""Smokey Eye"" ""How To Smokey eye"" Macbarbie07 ""Kim Kardashian Concealer"" ""Party Makeup"" ""Doll Makeup"" ""Arabic Makeup Tutorial"" ""Apply Mascara Pro"" ""Cystic Acne"" ""Best Foundations"" ""Taylor Swift Makeup Tutorial"" ""Taylor Swift Makeup"" Beauty",a9ctb9RLCm4,GB,https://yt3.ggpht.com/-SIRvksx2_nd5pWtA3zc53zb1HURp9GiiuaBxZvh_C3RGA22vhnqYVXBUc57-5hVgABjTeFGNsY,False,"Business enquiries:
gossmakeupartist@googlemail.com

Love makeup? Want to improve your makeup skills? Interested in becoming a makeup artist? Or just want honest reviews on the brands you most love. Then welcome to my channel. With 15 years makeup experience i want to share with you everything i've learned. By breaking things down into simple, easy manageable segments, even the most complicated looks become easy.

New Makeup Videos uploaded every 3 days!

I hope you'll join me.

Wayne.",,,,,,,
youtube#channel,kH49ZnaBEfqPZEdlS3YeXumOtkA,UCEIVgCNVkuOc-LalMjXeSDg,Justin Copeland,"I'm just a regular guy who loves to play music, and explore the art of fragrance!",jcopelandstaysfresh,2014-12-16T15:57:08Z,https://yt3.ggpht.com/ytc/AKedOLS6a0ZI5VS0LLm23-NX0nGq1W2HE84jjxQyvh5aBw=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLS6a0ZI5VS0LLm23-NX0nGq1W2HE84jjxQyvh5aBw=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLS6a0ZI5VS0LLm23-NX0nGq1W2HE84jjxQyvh5aBw=s800-c-k-c0x00ffffff-no-rj,800,800,Justin Copeland,"I'm just a regular guy who loves to play music, and explore the art of fragrance!",US,,UUEIVgCNVkuOc-LalMjXeSDg,7863550,55400,False,575,['/m/019_rr'],['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],public,True,longUploadsUnspecified,Justin Copeland,Men's Fashion fragrance review style,WCU5lzxnnyY,US,https://yt3.ggpht.com/F2sQ7lw0FlzEfHzQnK9F47vVq4t_iwuKxGe5DGk5Bv9f9ZZuHqXoSc5Hpa7Yai4qA3icHOlc,False,"I'm just a regular guy who loves to play music, and explore the art of fragrance!",,,,,,,
youtube#channel,ER-fDk97c3zbT1V51KoUDISo1pg,UCL8tugmg5eAWFS_yzqXM8Gg,Puja Sen,"Hey every one welcome to my channel.It's me Puja a pure INDIAN girl🇮🇳.This is my YouTube Chanel.this channel  is for makeup tutorials, recreation makeup looks,beauty related DIY, personal blogging, challenges and much more. plz like👍share🔄 and subscribe🔔to my channel.

MY GOAL IS TO BE A SUCCESSFUL HONEST YOUTUBER ✨


Copyright-
Everything u see this channel is created by me.. please don't copy the content with out permission.

Contact: psen8173@gmail.com",pujasen,2020-03-30T19:08:26.437244Z,https://yt3.ggpht.com/PA_PoZRTTmpYFApgakJRlPW-p3F9udDoBdmGFl6cbdrNaEP3nRIS0KScnf5gdilZ-FFDZoU1Qg=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/PA_PoZRTTmpYFApgakJRlPW-p3F9udDoBdmGFl6cbdrNaEP3nRIS0KScnf5gdilZ-FFDZoU1Qg=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/PA_PoZRTTmpYFApgakJRlPW-p3F9udDoBdmGFl6cbdrNaEP3nRIS0KScnf5gdilZ-FFDZoU1Qg=s800-c-k-c0x00ffffff-no-rj,800,800,Puja Sen,"Hey every one welcome to my channel.It's me Puja a pure INDIAN girl🇮🇳.This is my YouTube Chanel.this channel  is for makeup tutorials, recreation makeup looks,beauty related DIY, personal blogging, challenges and much more. plz like👍share🔄 and subscribe🔔to my channel.

MY GOAL IS TO BE A SUCCESSFUL HONEST YOUTUBER ✨


Copyright-
Everything u see this channel is created by me.. please don't copy the content with out permission.

Contact: psen8173@gmail.com",IN,,UUL8tugmg5eAWFS_yzqXM8Gg,526350,2060,False,413,['/m/019_rr'],['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],public,True,longUploadsUnspecified,Puja Sen,"""Puja Sen"" ""Sen Puja"" ""Pooja Sen"" ""Sen Pooja"" pujasen ""pujas beauty"" ""puja style and tips"" ""pooja makeup"" ""glam puja""",Tr3Qo18txJ4,IN,https://yt3.ggpht.com/tCgijUFX5QQk4XwOzij8XjB8UCpWonyKXTCMBpIgiS2zBTm6InxuS_5zUWqNYIzLNKP6K5VJ,False,"Hey every one welcome to my channel.It's me Puja a pure INDIAN girl🇮🇳.This is my YouTube Chanel.this channel  is for makeup tutorials, recreation makeup looks,beauty related DIY, personal blogging, challenges and much more. plz like👍share🔄 and subscribe🔔to my channel.

MY GOAL IS TO BE A SUCCESSFUL HONEST YOUTUBER ✨


Copyright-
Everything u see this channel is created by me.. please don't copy the content with out permission.

Contact: psen8173@gmail.com",,,,,,,
youtube#channel,J6UvYJ7MKL6EbKkCBs4XMcnfB1o,UCg98QdWRji_eXO8UIrzjaCg,queencarlene,"Hi, thank you for stopping by my channel! My name is Carlene & I’m passionate about inspiring you to live your best life daily! I’m a Seattle born lifestyle blogger who now lives in the Northeast with my boyfriend & puppy. I upload reviews, favorites, empties, fashion, advice, life, hauls, & so much more. Be sure to subscribe so you don’t miss a video ♥ 

blog - www.queencarlene.com 
instagram, tiktok, & pinterest - @queencarlene  

SHOP MY POSTS:
amazon - http://www.amazon.com/shop/queencarlene
ltk - shopltk.com/explore/queencarlene

If you are a company or business and would like to contact me for sponsorship or review purposes please email me at: hello@queencarlene.com",queencarlene,2009-09-28T03:12:22Z,https://yt3.ggpht.com/ytc/AKedOLTl3k-uWvv3BBzkOXK3qRFgQv4b74dhAW5LntnIcw=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLTl3k-uWvv3BBzkOXK3qRFgQv4b74dhAW5LntnIcw=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLTl3k-uWvv3BBzkOXK3qRFgQv4b74dhAW5LntnIcw=s800-c-k-c0x00ffffff-no-rj,800,800,queencarlene,"Hi, thank you for stopping by my channel! My name is Carlene & I’m passionate about inspiring you to live your best life daily! I’m a Seattle born lifestyle blogger who now lives in the Northeast with my boyfriend & puppy. I upload reviews, favorites, empties, fashion, advice, life, hauls, & so much more. Be sure to subscribe so you don’t miss a video ♥ 

blog - www.queencarlene.com 
instagram, tiktok, & pinterest - @queencarlene  

SHOP MY POSTS:
amazon - http://www.amazon.com/shop/queencarlene
ltk - shopltk.com/explore/queencarlene

If you are a company or business and would like to contact me for sponsorship or review purposes please email me at: hello@queencarlene.com",US,,UUg98QdWRji_eXO8UIrzjaCg,2126737,18800,False,315,"['/m/019_rr', '/m/032tl']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Fashion']",public,True,longUploadsUnspecified,queencarlene,"queencarlene queen carlene makeup tutorials get ready with me looks reviews products cosmetics haul shopping drugstore decor giveaway favorites lifestyle fashion curvy ""plus size""",,US,https://yt3.ggpht.com/ESdy5cXYvCJmiAtMCQhV2_QKjsoB4tACjB8SwsIyOtmkxma2QjexfhJ0CfpsdMcwRTdqm7JD,False,"Hi, thank you for stopping by my channel! My name is Carlene & I’m passionate about inspiring you to live your best life daily! I’m a Seattle born lifestyle blogger who now lives in the Northeast with my boyfriend & puppy. I upload reviews, favorites, empties, fashion, advice, life, hauls, & so much more. Be sure to subscribe so you don’t miss a video ♥ 

blog - www.queencarlene.com 
instagram, tiktok, & pinterest - @queencarlene  

SHOP MY POSTS:
amazon - http://www.amazon.com/shop/queencarlene
ltk - shopltk.com/explore/queencarlene

If you are a company or business and would like to contact me for sponsorship or review purposes please email me at: hello@queencarlene.com",,,,,,,
youtube#channel,7nhMNYr9Q_Kj0UpRd50XXn4DJek,UCtC8m_F7jX2fGOQ3_nomg4g,Emily Noel,"I'm Emily! Welcome to my channel- Beauty Broadcast. I'm a former news anchor, a wife, and most recently... a momma! My goal with every video is to provide my incredible viewers with creative, original, and honest content! I see makeup as a creative outlet, and also a confidence booster. It's about looking good, feeling good, and passing those good feelings on to others. I post multiple videos on this channel each week, and if you're fond of review videos, check out my other channel- Beauty Broadcast Express! http://www.youtube.com/beautybroadcastx. I post quick reviews (5 minutes or less) on that channel. And I also have an ""everyday life"" channel at http://www.youtube.com/beautyvlogcast, if you're interested! :) 

",,2006-11-08T16:14:28Z,https://yt3.ggpht.com/oSszhXv4OEbbp3b6BawAMAm3Z7mEDR35uG7Ghmjoiq1wKMGG0sXmQ0bRRdIsAEBdWZult0H9caI=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/oSszhXv4OEbbp3b6BawAMAm3Z7mEDR35uG7Ghmjoiq1wKMGG0sXmQ0bRRdIsAEBdWZult0H9caI=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/oSszhXv4OEbbp3b6BawAMAm3Z7mEDR35uG7Ghmjoiq1wKMGG0sXmQ0bRRdIsAEBdWZult0H9caI=s800-c-k-c0x00ffffff-no-rj,800,800,Emily Noel,"I'm Emily! Welcome to my channel- Beauty Broadcast. I'm a former news anchor, a wife, and most recently... a momma! My goal with every video is to provide my incredible viewers with creative, original, and honest content! I see makeup as a creative outlet, and also a confidence booster. It's about looking good, feeling good, and passing those good feelings on to others. I post multiple videos on this channel each week, and if you're fond of review videos, check out my other channel- Beauty Broadcast Express! http://www.youtube.com/beautybroadcastx. I post quick reviews (5 minutes or less) on that channel. And I also have an ""everyday life"" channel at http://www.youtube.com/beautyvlogcast, if you're interested! :) 

",US,,UUtC8m_F7jX2fGOQ3_nomg4g,228994979,999000,False,2177,['/m/019_rr'],['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],public,True,longUploadsUnspecified,Emily Noel,emilynoel83 beauty broadcast makeup cosmetics hair skincare tutorial review emily eddington tyler drugstore affordable inexpensive fun easy,-Tr2gLLITNY,US,https://lh3.googleusercontent.com/26D_DggAfOxwcWpnXDM1eQ2-slZW501KfUM9e7I09TfVBGJe4-BksW98i5l1kNPAlMPSOVt5Mw,False,"I'm Emily! Welcome to my channel- Beauty Broadcast. I'm a former news anchor, a wife, and most recently... a momma! My goal with every video is to provide my incredible viewers with creative, original, and honest content! I see makeup as a creative outlet, and also a confidence booster. It's about looking good, feeling good, and passing those good feelings on to others. I post multiple videos on this channel each week, and if you're fond of review videos, check out my other channel- Beauty Broadcast Express! http://www.youtube.com/beautybroadcastx. I post quick reviews (5 minutes or less) on that channel. And I also have an ""everyday life"" channel at http://www.youtube.com/beautyvlogcast, if you're interested! :) 

",,,,,,,
youtube#channel,ORwGQiNX8xqe4JidJSHIjLHE0CE,UCIxLxlan8q9WA7sjuq6LdTQ,Hayls World,"Hayls World is the Top Tech YouTube channel on the African Continent, with over 80 Million channel views and over 1 Million subscribers. 

Hayls World is an awesome source to check out some of the latest Tech Tips, Tricks, Hacks, Hidden Features, Gadgets, Reviews, How-To's, Demos, Apps and more!! 

You are bound to find useful information from Hayls on how to get the most out of your everyday consumer tech, by discovering some of the unseen, forgotten or brand new features that you can use today!! 
",haylsworld,2013-12-17T16:08:03Z,https://yt3.ggpht.com/pWEwr8e9zHy1ouYGkp5jW1LDI9lwiL88oXBp-Vhu2Y2YFUw3OrhIKqLjajUnXJAg3vcYiE_rWw=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/pWEwr8e9zHy1ouYGkp5jW1LDI9lwiL88oXBp-Vhu2Y2YFUw3OrhIKqLjajUnXJAg3vcYiE_rWw=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/pWEwr8e9zHy1ouYGkp5jW1LDI9lwiL88oXBp-Vhu2Y2YFUw3OrhIKqLjajUnXJAg3vcYiE_rWw=s800-c-k-c0x00ffffff-no-rj,800,800,Hayls World,"Hayls World is the Top Tech YouTube channel on the African Continent, with over 80 Million channel views and over 1 Million subscribers. 

Hayls World is an awesome source to check out some of the latest Tech Tips, Tricks, Hacks, Hidden Features, Gadgets, Reviews, How-To's, Demos, Apps and more!! 

You are bound to find useful information from Hayls on how to get the most out of your everyday consumer tech, by discovering some of the unseen, forgotten or brand new features that you can use today!! 
",ZA,,UUIxLxlan8q9WA7sjuq6LdTQ,105545878,1250000,False,291,"['/m/07c1v', '/m/019_rr']","['https://en.wikipedia.org/wiki/Technology', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,Hayls World,"""Hayls World"" Tech Instagram Whatsapp Samsung Apps iPhone Apple Tips Tricks Hacks",p2V7o_nyWfc,ZA,https://yt3.ggpht.com/9Mv7k4WbRYmkXhdS3ZL2jUDPxPgyaDu6cls6VBbGsNLAAQFW7csigi3G0ioRsNOD9cj7MqayDA,False,"Hayls World is the Top Tech YouTube channel on the African Continent, with over 80 Million channel views and over 1 Million subscribers. 

Hayls World is an awesome source to check out some of the latest Tech Tips, Tricks, Hacks, Hidden Features, Gadgets, Reviews, How-To's, Demos, Apps and more!! 

You are bound to find useful information from Hayls on how to get the most out of your everyday consumer tech, by discovering some of the unseen, forgotten or brand new features that you can use today!! 
",UA-49727589-1,,,,,,
youtube#channel,a5jvNKe7Txe0u0ci0V1sEU2yxfE,UC8d-WWVgr_mfiY7CuNBJ5jQ,lipsick,"Have an unhealthy relationship with lipstick and lip products? You've come to the right place. Lipsick is your destination for the latest and greatest lip products from local pharmacies, high-end department stores, hip online shops and more.",lipsick,2017-08-18T14:44:42Z,https://yt3.ggpht.com/ytc/AKedOLQWNmAh_pGsYplHDxZX3sysjrdhN1kvECxi36Kt=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLQWNmAh_pGsYplHDxZX3sysjrdhN1kvECxi36Kt=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLQWNmAh_pGsYplHDxZX3sysjrdhN1kvECxi36Kt=s800-c-k-c0x00ffffff-no-rj,800,800,lipsick,"Have an unhealthy relationship with lipstick and lip products? You've come to the right place. Lipsick is your destination for the latest and greatest lip products from local pharmacies, high-end department stores, hip online shops and more.",,,UU8d-WWVgr_mfiY7CuNBJ5jQ,333605,1250,False,16,['/m/019_rr'],['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],public,True,longUploadsUnspecified,lipsick,"beauty lipstick ""beauty blogger""",wolEKrF7_1g,,https://yt3.ggpht.com/m66zTwW_cmS6QcRqbxTSntMiG_60iUCatUJTufiexpLZDrxBg7id5_eQRbOdPqEqQs-55sKmXQo,False,"Have an unhealthy relationship with lipstick and lip products? You've come to the right place. Lipsick is your destination for the latest and greatest lip products from local pharmacies, high-end department stores, hip online shops and more.",,,,,,,
youtube#channel,2kb-yH8c1GGB5HUlZpXSlHV26_k,UC30B5E-YvjZgEDD0E-23I4A,Zulayla,"-OG Content Creator on YouTube
-Wife
-Mom
-Investor 
-Entrepreneur 

PR Products: 

Zulaykho Murphy
PO BOX 804,
Anna, TX 75409

CONTACT ME:  zulaylamurphy@gmail.com",,2016-01-07T07:08:42Z,https://yt3.ggpht.com/ytc/AKedOLTANSECCtL_nWu7QgUPpOCJSHAcqTsT8dYKIl8N5A=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLTANSECCtL_nWu7QgUPpOCJSHAcqTsT8dYKIl8N5A=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLTANSECCtL_nWu7QgUPpOCJSHAcqTsT8dYKIl8N5A=s800-c-k-c0x00ffffff-no-rj,800,800,Zulayla,"-OG Content Creator on YouTube
-Wife
-Mom
-Investor 
-Entrepreneur 

PR Products: 

Zulaykho Murphy
PO BOX 804,
Anna, TX 75409

CONTACT ME:  zulaylamurphy@gmail.com",US,,UU30B5E-YvjZgEDD0E-23I4A,4498814,20100,False,302,['/m/019_rr'],['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],public,True,longUploadsUnspecified,Zulayla,"Zulayla skincare clarins ""skincare routine"" ""skincare products"" beauty cosmetics ""skincare geek"" ""korean skincare"" uzbek ""uzbek woman"" uzbekistan ""skincare skincare skincare"" youtube youtuber ""beauty guru"" ""skincare vlogger"" ""how to""",KwAH6ZGPE2w,US,https://yt3.ggpht.com/51e5nwDp4njX8i5TDpoh2II7_K_JDawRpoLe_aRhFZlssxGjIfr0I4Y1Wigof0rBFlPaV2fH,False,"-OG Content Creator on YouTube
-Wife
-Mom
-Investor 
-Entrepreneur 

PR Products: 

Zulaykho Murphy
PO BOX 804,
Anna, TX 75409

CONTACT ME:  zulaylamurphy@gmail.com",,,,,,,
youtube#channel,1CFgUT9wYAi_7IjmUMLIaoVL6i0,UCoKRT54MxFvbw0Lt0s7ESXw,Brown Thomas,"Brown Thomas is Ireland's most beautiful lifestyle store, loved as much at home as it is by international visitors. Home to an unparalleled range of designer brands - in menswear, womenswear, accessories, beauty and homewares.

Shop Brown Thomas online at www.BrownThomas.com",,2006-07-22T22:03:01Z,https://yt3.ggpht.com/JMy2-AA6-RNv-e3wRIb3AvxmErmnqB454MXXgV74za9K2Douxdgd5ZIDu7qzhHJEazfRBqEHVA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/JMy2-AA6-RNv-e3wRIb3AvxmErmnqB454MXXgV74za9K2Douxdgd5ZIDu7qzhHJEazfRBqEHVA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/JMy2-AA6-RNv-e3wRIb3AvxmErmnqB454MXXgV74za9K2Douxdgd5ZIDu7qzhHJEazfRBqEHVA=s800-c-k-c0x00ffffff-no-rj,800,800,Brown Thomas,"Brown Thomas is Ireland's most beautiful lifestyle store, loved as much at home as it is by international visitors. Home to an unparalleled range of designer brands - in menswear, womenswear, accessories, beauty and homewares.

Shop Brown Thomas online at www.BrownThomas.com",,,UUoKRT54MxFvbw0Lt0s7ESXw,6022002,6940,False,315,"['/m/019_rr', '/m/032tl', '/m/03glg']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Fashion', 'https://en.wikipedia.org/wiki/Hobby']",public,True,longUploadsUnspecified,Brown Thomas,fashion brown thomas style clothes makeup dublin grafton street victoria beckham trends autumn winter shoes depatment store brownthomas louis vuitton,UebayN2unSU,,https://yt3.ggpht.com/SwwHHLTWfW1ZobrCFnpEftIGfY8kPzBfzvQ6NKErEw77-A9OH4DMtLl2q1aF20NE23DcpIn3WuI,,"Brown Thomas is Ireland's most beautiful lifestyle store, loved as much at home as it is by international visitors. Home to an unparalleled range of designer brands - in menswear, womenswear, accessories, beauty and homewares.

Shop Brown Thomas online at www.BrownThomas.com",,,,,,,
youtube#channel,A77kW9hcwGaN8zv4l8N1qqRTUMI,UCG97HS5E-5v-dSDIzk8GOVA,Allura Beauty,"Always REAL swatches of makeup, in-depth skincare analysis, and reviews of all things beauty 


",allurabeauty,2011-01-04T06:52:32Z,https://yt3.ggpht.com/ytc/AKedOLQ4JMNqDnYNhfgt9w5ER8NHUxMGUsH70IDt9Hxx=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLQ4JMNqDnYNhfgt9w5ER8NHUxMGUsH70IDt9Hxx=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLQ4JMNqDnYNhfgt9w5ER8NHUxMGUsH70IDt9Hxx=s800-c-k-c0x00ffffff-no-rj,800,800,Allura Beauty,"Always REAL swatches of makeup, in-depth skincare analysis, and reviews of all things beauty 


",US,,UUG97HS5E-5v-dSDIzk8GOVA,18384030,93300,False,864,"['/m/041xxh', '/m/019_rr']","['https://en.wikipedia.org/wiki/Physical_attractiveness', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,Allura Beauty,"Allura blog beauty cosmetics makeup tutorial review swatch swatches ""live swatches"" collection launches new ""sneak peek"" ""first look"" MAC ""Allura Beauty"" ""beauty reviews"" ""makeup swatches""",h1YTsA42Dxw,US,https://lh3.googleusercontent.com/Gl5njwbgkhcfQztsW5glMbkuDBAlVnA7puHxqiO5ROatiZ8CuZ6Wcsxe3UUJhRZq5fyp_6-2iA,False,"Always REAL swatches of makeup, in-depth skincare analysis, and reviews of all things beauty 


",,,,,,,
youtube#channel,UaiLuLywDpVDTz73gqBzlpXmZdg,UCKVD4FbtaAEUUeUwZcV-4SQ,Alyssa Marie,"Hi there! I’m Alyssa Marie, a Caribbean-born social media influencer, digital creator and entrepreneur. Currently based in Atlanta, I enjoy uplifting and inspiring my audience through celebrating natural hair and non-toxic beauty on my platforms.

Through my own experience of self love & confidence along my natural hair journey, I've become SUPER passionate about encouraging others to love and embrace their own unique kinks, coils & curls. 
",alyssamariexo,2017-12-28T21:12:28Z,https://yt3.ggpht.com/i66go5Fsl73XQBwjGkcw5fvIeNZiS4B6ArY4FUjuImfnWDVkCs9TpybsQX3Bx5p758h-UZfBOg=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/i66go5Fsl73XQBwjGkcw5fvIeNZiS4B6ArY4FUjuImfnWDVkCs9TpybsQX3Bx5p758h-UZfBOg=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/i66go5Fsl73XQBwjGkcw5fvIeNZiS4B6ArY4FUjuImfnWDVkCs9TpybsQX3Bx5p758h-UZfBOg=s800-c-k-c0x00ffffff-no-rj,800,800,Alyssa Marie,"Hi there! I’m Alyssa Marie, a Caribbean-born social media influencer, digital creator and entrepreneur. Currently based in Atlanta, I enjoy uplifting and inspiring my audience through celebrating natural hair and non-toxic beauty on my platforms.

Through my own experience of self love & confidence along my natural hair journey, I've become SUPER passionate about encouraging others to love and embrace their own unique kinks, coils & curls. 
",US,,UUKVD4FbtaAEUUeUwZcV-4SQ,4114824,61800,False,243,['/m/019_rr'],['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],public,True,longUploadsUnspecified,Alyssa Marie,"""beauty blogger"" ""alyssa marie"" ""cruelty free beauty"" ""natural hair"" ""natural hair blogger"" ""alyssa marie xo"" ""3c hair"" ""natural hairstyles"" ""curly hair tutorial"" ""big chop journey"" ""natural hair journey"" ""natural hair products"" ""natural hair tutorials""",,US,https://yt3.ggpht.com/cHQWFF0eBriUtHAnZ6vt-o3Lg9eG7pLuu7DJhnZIIGDDMSITZufFSNIC5FH-_Iuw_VjS9qDDDQ,False,"Hi there! I’m Alyssa Marie, a Caribbean-born social media influencer, digital creator and entrepreneur. Currently based in Atlanta, I enjoy uplifting and inspiring my audience through celebrating natural hair and non-toxic beauty on my platforms.

Through my own experience of self love & confidence along my natural hair journey, I've become SUPER passionate about encouraging others to love and embrace their own unique kinks, coils & curls. 
",,,,,,,
